Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2014-11-27,Sydney,18.9,20.9,0.4,7.6,0,ESE,43,SSE,SE,26,20,71,61,1022,1022.4,6,7,19.8,20.3,No,NA
2014-11-28,Sydney,NA,23.3,NA,3.4,11.9,ENE,37,E,E,13,19,NA,46,NA,1021.3,3,2,NA,22.3,NA,NA
2015-11-11,SydneyAirport,19.1,24.4,0,8.6,0,S,46,SSW,E,20,9,83,60,1020.3,1020.3,7,7,20,22.9,No,NA
2017-03-14,SydneyAirport,22.8,27.1,0.4,7.6,0.5,ENE,46,E,ENE,20,20,75,87,1019.4,1020.1,7,8,24.1,22.8,No,NA
2017-03-18,SydneyAirport,18.9,25.2,25.6,2.8,3.6,S,76,SE,SE,35,28,90,87,1023.2,1022.5,8,7,22.4,23.1,Yes,NA
2017-03-22,SydneyAirport,21.9,31.9,29.8,6,4.4,SW,57,NW,SE,7,20,84,61,1012.4,1010.6,7,6,25.4,30.9,Yes,NA
2016-05-06,WaggaWagga,8.2,24.9,0,2.6,NA,ENE,20,E,WSW,15,9,65,33,1020.7,1017.3,NA,NA,12.6,24.4,No,NA
2016-11-11,WaggaWagga,7.4,28.8,0,8.4,NA,E,30,E,SSE,11,11,57,24,1011.4,1006.7,NA,NA,17.9,27.5,No,NA
2016-11-12,WaggaWagga,15.6,28.9,NA,NA,NA,NW,61,N,WNW,15,39,85,21,1001.5,998.8,8,NA,20.1,27.8,NA,NA
2016-11-18,WaggaWagga,15,34.3,0,8.4,NA,WNW,39,NNE,WNW,11,22,49,16,1016.5,1012.7,NA,3,23.4,33.1,No,NA
2016-11-19,WaggaWagga,14.4,34,NA,NA,NA,SW,41,ENE,SW,9,20,61,19,1016.3,1014.4,NA,NA,23.7,33.7,NA,NA
2016-12-16,WaggaWagga,14.4,23.2,27.8,8.4,NA,ENE,44,E,ENE,26,17,94,73,1010.8,1007.5,8,8,15.3,21.6,Yes,NA
2016-12-17,WaggaWagga,15,29.3,NA,NA,NA,WNW,61,NNE,W,9,33,78,17,1007.8,1007.4,1,NA,21.6,28.6,NA,NA
2016-12-28,WaggaWagga,23.8,36.8,0,12.6,NA,NNE,52,ENE,N,24,28,45,20,1009,1005.5,NA,3,28.5,35.3,No,NA
2016-12-29,WaggaWagga,24.2,31.7,NA,NA,NA,NW,52,ESE,NNW,13,24,53,74,1007.9,1006.5,8,7,25.5,26.1,NA,NA
2016-12-30,WaggaWagga,22.2,35.1,NA,NA,NA,WSW,52,N,NW,7,24,84,47,1003.3,999.6,7,1,24.7,33.2,NA,NA
2016-12-31,WaggaWagga,16.2,33.4,NA,NA,NA,WNW,41,NW,W,2,24,59,26,1004.7,1003.6,NA,NA,23.7,31.8,NA,NA
2017-01-13,WaggaWagga,19.6,41.4,0,11,NA,WSW,69,ENE,NW,20,41,51,19,1003.8,997.2,6,8,27.6,38.5,No,NA
2017-01-14,WaggaWagga,16.3,27.6,NA,NA,NA,SW,54,W,WSW,20,28,74,27,1008.2,1008.6,2,NA,18.4,26.2,NA,NA
2017-01-18,WaggaWagga,16.5,38.2,0,13.4,NA,WSW,63,NNW,WSW,13,37,31,18,1006.4,1007.8,NA,NA,26.1,35.1,No,NA
2017-01-20,WaggaWagga,20.4,27.9,1,25.8,NA,SW,57,N,SW,13,39,76,80,997.2,995.7,7,8,24,23.6,No,NA
2017-01-21,WaggaWagga,11.1,31.8,NA,NA,NA,SW,33,E,W,6,19,63,17,1010.6,1009.4,NA,NA,17.7,29.8,NA,NA
2017-02-02,WaggaWagga,13.7,30,0.8,5,NA,S,43,N,WSW,9,19,74,16,1014.7,1012.6,NA,NA,17.3,28.8,No,NA
2017-02-03,WaggaWagga,11.1,32.7,NA,NA,NA,SW,33,E,SW,9,13,40,16,1014.9,1011.9,NA,NA,19.9,30.4,NA,NA
2017-02-10,WaggaWagga,23.4,45,0,11,NA,NW,50,N,WNW,7,30,37,12,1010.9,1006.4,NA,NA,31.3,43.7,No,NA
2017-02-11,WaggaWagga,24.4,43,NA,NA,NA,NW,98,E,W,9,9,35,19,1007,1004,8,5,31.3,40.9,NA,NA
2017-02-17,WaggaWagga,16.9,34.9,0,12,NA,WSW,43,ENE,W,13,17,32,24,1008.5,1006.5,8,8,23.9,32.8,No,NA
2017-02-18,WaggaWagga,15.5,26.8,NA,NA,NA,WSW,52,W,W,15,31,53,19,1008.5,1007.1,7,NA,17.9,25.4,NA,NA
2017-03-04,WaggaWagga,19.3,27.5,6.4,9.2,NA,ENE,41,ENE,E,9,30,73,54,1016.4,1013.9,8,7,21,25.2,Yes,NA
2017-03-10,WaggaWagga,10.3,32,0,6.8,NA,SSW,39,ESE,SSE,2,19,61,18,1016.5,1012.9,NA,NA,17.4,30.4,No,NA
2017-03-11,WaggaWagga,14.5,33.5,NA,NA,NA,NW,31,ENE,WNW,15,15,47,16,1013.5,1009.3,NA,1,21.2,32.2,NA,NA
2017-04-07,WaggaWagga,11.8,25.2,0,4.8,NA,ENE,30,ENE,N,17,7,52,30,1027.7,1023,NA,NA,18.1,24.9,No,NA
2017-04-22,WaggaWagga,14.7,23,6.2,1.4,NA,SSE,30,E,SSW,13,6,91,52,1025.7,1022.2,8,7,16,21.7,Yes,NA
2017-04-28,WaggaWagga,2.7,17.5,0,3,NA,SW,26,ENE,WSW,4,17,78,49,1024.9,1022.5,NA,2,8.1,16.5,No,NA
2017-04-29,WaggaWagga,4.2,20.1,NA,NA,NA,WSW,35,NA,SW,0,24,93,55,1023,1020.5,8,8,9.7,18.2,NA,NA
2017-05-19,WaggaWagga,15.6,16.9,0,5.2,NA,ENE,50,ENE,E,30,13,59,96,1022,1018.9,8,5,16.8,14.5,No,NA
2017-05-20,WaggaWagga,12.7,18.3,NA,NA,NA,E,39,NNE,WNW,9,7,87,62,1019.1,1017.3,8,3,13.5,17.9,NA,NA
2017-05-26,WaggaWagga,6.4,18.2,0,0.6,NA,W,20,E,SSE,2,11,81,58,1024.1,1020.9,4,8,11.5,16.6,No,NA
2017-05-27,WaggaWagga,4,18.2,NA,NA,NA,NNE,22,E,NNE,13,13,85,55,1021.5,1016.6,NA,2,8.4,17.2,NA,NA
2009-06-02,Williamtown,9.1,19.9,0.2,0.8,NA,ENE,26,NA,ENE,0,15,95,65,1029.1,1026,7,1,13.8,18.6,No,NA
2010-03-11,Williamtown,18.6,24.9,7.4,5.8,NA,NA,NA,SSE,SSE,31,31,55,47,NA,NA,7,3,21.2,23.8,Yes,NA
2010-05-27,Williamtown,14.3,21.1,24,3.4,NA,SE,56,SE,SSE,35,26,71,51,1016.9,1016.6,7,2,17.8,19.9,Yes,NA
2010-07-01,Williamtown,5.1,16.4,0,3,NA,WNW,37,WNW,NW,24,15,64,36,1025.3,1023.1,6,5,8.2,16.2,No,NA
2010-07-02,Williamtown,5.5,14,NA,NA,NA,WNW,26,WNW,NNW,19,11,70,72,1027.1,1024.4,NA,8,9.9,12.7,NA,NA
2010-07-03,Williamtown,7.7,16.2,NA,NA,NA,W,46,WNW,SSW,30,30,65,34,1025.6,1025.5,NA,NA,11.1,15.2,NA,NA
2010-07-08,Williamtown,9.8,16.1,17.4,2,NA,SW,31,WSW,SSW,15,13,94,92,1026,1024,7,6,12.1,14,Yes,NA
2010-07-09,Williamtown,7.3,17.8,NA,NA,NA,SSE,33,WNW,SSE,13,15,98,93,1028.2,1026.9,8,8,11.2,14.6,NA,NA
2010-07-23,Williamtown,6.7,17.5,8,2.4,NA,NA,NA,W,S,13,15,84,62,1032.4,1030.2,4,NA,11.9,16.3,Yes,NA
2010-07-31,Williamtown,13.9,21.6,0,NA,NA,WNW,63,NNW,WNW,15,35,94,52,1012.2,1013.5,8,NA,15.2,20.3,No,NA
2010-08-13,Williamtown,NA,18.4,0,NA,NA,NA,NA,W,SSW,30,26,59,47,1012.3,1012,NA,NA,12.8,16.9,No,NA
2010-08-14,Williamtown,5.3,20.6,NA,NA,NA,NW,28,NW,NW,17,9,73,38,1016.6,1010.9,NA,NA,11.5,19.9,NA,NA
2010-10-03,Williamtown,11.7,20.4,6.4,0.2,NA,ENE,48,NE,ENE,11,31,90,67,1028.8,1026.5,7,7,17.4,19.3,Yes,NA
2010-10-12,Williamtown,14.6,24.8,1.8,4.6,NA,NNE,44,NE,NE,19,22,73,52,1029.7,1025.4,4,4,19.7,24.5,Yes,NA
2010-12-31,Williamtown,17.1,33,0,9.2,11.9,ENE,37,N,ENE,2,26,70,44,1016.1,1014,1,1,25.1,31.4,No,NA
2011-01-01,Williamtown,15,35.2,NA,10,12.5,E,35,N,E,11,22,69,28,1014.6,1010.1,0,1,25.4,34.4,NA,NA
2011-02-10,Williamtown,17.5,29.2,0.2,6.8,10.3,NA,NA,NA,ESE,0,30,85,52,1023.2,1019.3,6,4,21.4,28.1,No,NA
2011-02-11,Williamtown,16.1,37.2,NA,7.4,11.5,NW,43,NW,NNW,13,19,70,21,1017.3,1012.1,2,4,23,36.1,NA,NA
2011-05-05,Williamtown,11.5,20.9,1.8,1.6,NA,S,59,W,SSW,17,35,75,56,1020.1,1020.4,1,5,16.6,18.7,Yes,NA
2011-05-06,Williamtown,12.4,19.9,NA,NA,NA,S,39,W,SSW,15,22,74,53,1023.5,1020.2,8,NA,13.5,17.9,NA,NA
2011-05-07,Williamtown,8.9,20.9,NA,NA,NA,WNW,28,WNW,SE,22,11,74,52,1019.3,1015.7,3,1,13.4,19.9,NA,NA
2011-05-19,Williamtown,9.4,20.9,0.2,2,NA,ESE,20,WNW,ESE,11,13,100,67,1031.6,1028.4,8,5,12.3,20.1,No,NA
2011-05-20,Williamtown,6.5,21.8,NA,NA,NA,WNW,22,NW,ESE,15,15,98,63,1028.8,1024.8,7,NA,11,20.8,NA,NA
2011-05-21,Williamtown,6.6,23.1,NA,NA,NA,NW,26,NW,WNW,13,9,94,45,1026,1022,7,NA,11.9,22.5,NA,NA
2011-05-23,Williamtown,12.8,24,3.6,7.4,NA,WNW,54,NNW,WNW,17,28,88,39,1007.8,1003.3,7,1,15,22.8,Yes,NA
2011-05-24,Williamtown,10.6,21,NA,NA,NA,WNW,44,WNW,WNW,26,19,63,48,1006.4,1004,NA,8,15.6,18.7,NA,NA
2011-05-26,Williamtown,10,17.5,57.6,NA,NA,SW,44,WSW,WSW,22,19,83,62,1016.2,1015.4,3,7,12.5,15.6,Yes,NA
2011-05-27,Williamtown,7.9,18.1,NA,NA,NA,WNW,37,W,WSW,24,17,68,41,1019.5,1017.8,NA,NA,11.7,17.3,NA,NA
2011-06-02,Williamtown,14.3,21.5,3.6,3.4,NA,ESE,41,NNE,SSE,9,24,84,62,1024.3,1021.3,7,3,16.2,20.1,Yes,NA
2011-06-03,Williamtown,10.9,19.7,NA,NA,NA,WNW,33,WNW,WNW,20,17,84,52,1019.5,1015.3,3,NA,14.5,18.9,NA,NA
2011-06-04,Williamtown,9.6,21.3,NA,NA,NA,WNW,46,WNW,W,22,7,62,57,1016.3,1014,NA,7,15.1,19.2,NA,NA
2011-06-09,Williamtown,6.4,15.2,0,6.2,NA,WNW,63,WNW,WNW,37,35,51,41,1014.8,1012.2,0,0,9.5,14.7,No,NA
2011-06-10,Williamtown,7.9,17.5,NA,NA,NA,W,50,W,WSW,31,15,62,47,1016.5,1016.3,NA,8,11.4,16,NA,NA
2011-06-16,Williamtown,12.9,20.1,31,3.2,NA,SE,56,SSE,SW,30,24,57,70,1019,1015.4,4,6,17.6,17.3,Yes,NA
2011-06-17,Williamtown,9.5,18.9,NA,NA,NA,WNW,61,W,WNW,30,31,73,39,1009.7,1005.8,NA,NA,12.9,17.3,NA,NA
2011-06-18,Williamtown,8.8,17.3,NA,NA,NA,NA,NA,WNW,WNW,35,30,56,42,1011.9,1010.4,NA,NA,11.3,17.1,NA,NA
2011-06-23,Williamtown,8.4,18.1,0,4.8,NA,WNW,54,WNW,W,35,33,54,46,1017.8,1018.1,1,1,13.1,17.5,No,NA
2011-06-24,Williamtown,6.4,17.9,NA,NA,NA,SW,33,WSW,NW,24,4,75,44,1027,1025,NA,NA,10.6,17.4,NA,NA
2011-06-30,Williamtown,10.2,17.9,1,1.8,NA,SE,37,SE,S,9,26,84,59,1037.2,1033.9,7,4,13.8,17.4,No,NA
2011-07-01,Williamtown,9.3,17.5,NA,NA,NA,NA,NA,NW,SW,13,17,94,72,1030.7,1027.5,NA,8,11.2,16.5,NA,NA
2011-07-02,Williamtown,8.7,18.8,NA,NA,NA,NA,NA,WNW,ENE,11,6,96,62,1026.9,1022.8,7,NA,10.6,17.9,NA,NA
2011-07-14,Williamtown,7.6,16,0,4,NA,WNW,37,WNW,SW,26,19,63,35,1025.8,1026.6,2,4,10.5,15,No,NA
2011-07-15,Williamtown,5.4,12,NA,NA,NA,SW,28,WNW,NA,11,0,90,97,1034.3,1032.4,8,8,8,10.6,NA,NA
2011-07-16,Williamtown,7.9,16,NA,NA,NA,ESE,17,NA,E,0,7,97,63,1031.3,1027.4,6,NA,10.9,15.4,NA,NA
2011-07-18,Williamtown,6.7,19.1,6,5.2,NA,WNW,43,WNW,WNW,20,26,89,46,1019.4,1015.6,1,NA,11.4,18.8,Yes,NA
2011-07-21,Williamtown,11.3,15.2,40.8,4.2,NA,WSW,48,SW,WSW,22,26,87,94,1014.5,1012.4,8,8,12.9,11.8,Yes,NA
2011-07-22,Williamtown,11.1,16.1,NA,NA,NA,SE,57,WSW,S,17,26,94,88,1016.6,1016.2,8,8,12.3,12.9,NA,NA
2011-08-04,Williamtown,5.2,24.7,0,1.4,NA,NW,19,NW,NE,11,7,68,37,1027.8,1024.7,0,1,13.6,24.1,No,NA
2011-08-05,Williamtown,5.1,22.9,NA,NA,NA,NW,20,NW,NW,2,7,72,35,1027.1,1022.7,NA,NA,13.8,22.5,NA,NA
2011-08-08,Williamtown,7.1,17.9,2.2,1.2,NA,NW,48,WNW,WNW,19,15,57,44,1011.8,1008.4,1,6,13.3,16.8,Yes,NA
2011-08-09,Williamtown,5.5,16.9,NA,NA,NA,NW,41,WNW,WNW,15,17,80,40,1008.6,1006.3,2,4,10.1,16.2,NA,NA
2011-08-10,Williamtown,6.7,17.3,NA,NA,NA,W,50,WNW,WNW,35,30,60,34,1008.5,1005.8,NA,1,11.5,16.5,NA,NA
2011-08-11,Williamtown,2.1,18.3,NA,NA,NA,WNW,33,WNW,WSW,24,2,61,38,1009.7,1008,NA,7,11.4,17,NA,NA
2011-08-12,Williamtown,7.9,18.3,NA,NA,NA,S,52,NW,S,15,26,95,51,1017,1017.6,8,NA,11.4,16.8,NA,NA
2011-08-13,Williamtown,8.1,18.1,NA,NA,NA,NW,20,NW,E,13,4,82,50,1024.1,1022.3,8,NA,12.2,16.7,NA,NA
2011-08-16,Williamtown,6.5,18.6,0,1.8,NA,SE,22,NW,SE,7,17,94,59,1021.9,1018.2,5,4,11.3,17.6,No,NA
2011-08-18,Williamtown,10.1,17.8,7.8,3.4,NA,WNW,63,WNW,WNW,22,24,74,38,1010.6,1009.8,6,6,12.9,17.4,Yes,NA
2011-08-19,Williamtown,8.3,17.4,NA,NA,NA,WNW,41,WNW,WNW,30,22,68,91,1014.9,1014,NA,8,11.7,11.6,NA,NA
2011-08-31,Williamtown,8.6,19.8,0,NA,NA,SE,26,WNW,SE,6,19,82,65,1023.7,1021.1,NA,NA,14.8,18.5,No,NA
2011-09-01,Williamtown,6,20.2,NA,NA,NA,S,28,WNW,SE,9,19,95,63,1024.3,1021.8,8,1,13.3,19.6,NA,NA
2011-09-02,Williamtown,9.9,19.5,NA,NA,NA,S,50,S,S,24,30,45,52,1028.6,1028.2,NA,2,18,17.5,NA,NA
2011-09-08,Williamtown,12.8,20.8,0,5.2,NA,SSE,28,W,SSE,15,22,65,67,1020.4,1016.7,6,3,16.4,19.1,No,NA
2011-09-09,Williamtown,13.8,13.9,NA,NA,NA,SW,50,WNW,W,24,17,92,79,1009.5,1006.9,8,8,13.9,12.5,NA,NA
2011-09-10,Williamtown,7,18.4,NA,NA,NA,WSW,54,W,WSW,26,22,43,30,1011.1,1008.8,NA,5,12.5,16.6,NA,NA
2011-09-22,Williamtown,6.9,23.4,0,5,NA,E,37,NW,E,11,26,50,33,1024.3,1019.5,0,0,17.5,23,No,NA
2011-09-23,Williamtown,7.4,30.5,NA,NA,NA,SW,57,NW,W,24,20,38,18,1018,1014.6,NA,1,21.6,30.1,NA,NA
2011-09-24,Williamtown,16.1,21.8,NA,NA,NA,ENE,39,E,E,17,24,74,64,1021.1,1016.8,8,8,18.4,19.6,NA,NA
2011-09-30,Williamtown,11.8,21.4,0,NA,NA,WNW,70,WNW,WNW,50,35,46,24,1005.5,1004.3,NA,NA,15.8,20.7,No,NA
2011-10-06,Williamtown,11.4,19.5,0,3,NA,W,19,NW,WSW,13,9,80,70,1016.6,1013.6,8,8,14.3,17.9,No,NA
2011-10-07,Williamtown,12.3,22.3,NA,NA,NA,NA,NA,W,SSE,9,17,91,63,1013.9,1010.5,8,5,15.8,20.8,NA,NA
2011-10-08,Williamtown,15,21.3,NA,NA,NA,SSE,31,SW,SSE,13,20,93,68,1010.9,1008.8,5,1,16.5,20.3,NA,NA
2011-11-03,Williamtown,12.5,18.6,0,5.4,NA,S,33,SSW,SSE,7,17,85,75,1012.1,1013.7,8,8,17,16.2,No,NA
2011-11-04,Williamtown,8.3,21.8,NA,NA,NA,SE,37,SE,ESE,6,20,60,53,1019,1017.9,NA,NA,18.5,20.7,NA,NA
2011-11-05,Williamtown,9.7,27.3,NA,NA,NA,SE,35,ENE,N,15,13,68,47,1019.7,1015.3,1,NA,20.6,26.5,NA,NA
2011-11-17,Williamtown,16.5,20,16.2,2.4,NA,E,20,ESE,E,11,11,95,95,1019.9,1018,8,8,18.5,19.1,Yes,NA
2011-11-18,Williamtown,18.3,23.8,NA,NA,NA,SE,28,S,SE,11,19,91,71,1018.9,1016.4,8,8,19.8,22.9,NA,NA
2011-11-19,Williamtown,14.2,32.8,NA,NA,NA,ENE,33,NW,NW,11,13,98,44,1016.4,1011.8,8,NA,18.7,32.5,NA,NA
2011-11-24,Williamtown,15.8,18.7,23.4,4.2,NA,SE,46,SE,SE,24,28,88,89,1025.4,1024.9,7,7,16.6,16.7,Yes,NA
2011-11-25,Williamtown,15.9,21.4,NA,NA,NA,ENE,44,E,ENE,19,22,91,93,1022,1019.2,8,8,18.6,20,NA,NA
2011-12-01,Williamtown,15.8,21.5,8,10.4,NA,SSW,61,SSE,S,33,31,69,50,1019.9,1020.2,7,6,18.2,20,Yes,NA
2011-12-02,Williamtown,15.2,21.2,NA,NA,NA,SSE,50,S,S,28,33,76,54,1021.3,1020.5,8,8,16.8,19.4,NA,NA
2011-12-03,Williamtown,10.2,21.7,NA,NA,NA,SE,33,WSW,SE,7,24,64,54,1020.5,1017.4,NA,NA,17.4,21.4,NA,NA
2011-12-04,Williamtown,11.3,26.7,NA,NA,NA,S,56,WNW,S,19,28,64,90,1014.5,1014.1,NA,8,20.1,17.7,NA,NA
2011-12-22,Williamtown,16.5,22.1,0,6.6,NA,SE,26,ENE,SSE,9,17,74,93,1018.2,1016.9,8,8,21.6,19.6,No,NA
2011-12-23,Williamtown,16.5,27,NA,NA,NA,ESE,43,NE,ESE,7,30,86,59,1014.8,1012,NA,NA,20.9,26,NA,NA
2011-12-29,Williamtown,17.8,25,0.4,8.2,NA,S,46,SSE,SSE,28,31,50,49,1013.9,1014.6,2,3,22.5,23.7,No,NA
2011-12-31,Williamtown,14.5,24.7,0,NA,NA,ESE,37,E,SE,15,22,57,46,1020.4,1018.8,NA,NA,22.1,23.6,No,NA
2012-01-05,Williamtown,20.9,24.6,0,7.8,NA,S,39,SSE,SSE,22,15,72,71,1017.6,1014.6,7,5,22.8,23.9,No,NA
2012-01-06,Williamtown,18.2,23.6,NA,NA,NA,SSE,43,SSW,S,22,30,87,61,1014.2,1015.8,NA,NA,20.4,21.9,NA,NA
2012-01-12,Williamtown,12.3,23.5,0,16,NA,SW,54,SW,S,24,31,41,43,1015.3,1015.3,1,2,18.8,22.3,No,NA
2012-01-13,Williamtown,12.3,25.9,NA,NA,NA,SE,35,NNW,ESE,11,22,56,48,1017.4,1014.2,NA,NA,20.3,24.1,NA,NA
2012-01-14,Williamtown,17.2,25.7,NA,NA,NA,SE,48,ESE,ESE,20,28,78,63,1016.1,1014.5,8,NA,21.4,24.9,NA,NA
2012-01-19,Williamtown,16.8,28,0.2,NA,NA,SSE,39,S,S,19,26,75,65,1016.2,1016.7,5,4,24.8,26.2,No,NA
2012-01-20,Williamtown,20.4,26.7,NA,NA,NA,S,35,S,ESE,19,22,74,65,1017,1015.1,8,8,23.3,25.8,NA,NA
2012-01-26,Williamtown,19.9,25.6,17.4,1.4,NA,E,37,ENE,NE,13,17,86,73,1013.1,1012.7,7,7,23.3,24.9,Yes,NA
2012-01-27,Williamtown,18.7,28.1,NA,NA,NA,SE,39,E,E,20,26,68,55,1016.7,1015.3,NA,2,25.1,26.9,NA,NA
2012-01-28,Williamtown,19.9,27.6,NA,NA,NA,E,35,NE,ENE,15,24,77,61,1015.1,1012.2,NA,NA,24.5,27.1,NA,NA
2012-02-02,Williamtown,18.2,20.2,26.2,0.6,NA,ESE,41,SE,SSW,15,20,88,97,1010.9,1009.3,8,8,18.7,17.2,Yes,NA
2012-02-03,Williamtown,16.6,22.1,NA,NA,NA,S,24,SSE,S,9,13,95,86,1006.7,1004.6,8,8,18.3,21.1,NA,NA
2012-02-09,Williamtown,17.2,26.9,1.6,8.6,NA,ESE,41,ENE,ESE,13,28,71,59,1013.3,1011.6,5,5,22.9,25.3,Yes,NA
2012-02-10,Williamtown,19,27.7,NA,NA,NA,ENE,48,NE,ENE,24,28,65,61,1011.8,1009.2,NA,3,23.2,25,NA,NA
2012-02-11,Williamtown,17.1,25.4,NA,NA,NA,S,41,W,ESE,7,26,92,70,1011.6,1008.7,1,1,19.4,23.9,NA,NA
2012-02-19,Williamtown,18.3,27.9,0,17.8,NA,ENE,28,SW,SE,9,15,84,65,1018.2,1014.6,5,6,22.5,26.8,No,NA
2012-02-23,Williamtown,15.3,26.8,0,3.6,NA,ESE,35,WNW,SE,9,20,93,64,1020.3,1018.8,4,3,19.4,26.1,No,NA
2012-02-24,Williamtown,14.8,28.5,NA,NA,NA,ESE,35,N,ESE,7,26,96,60,1022.5,1022,1,1,20.9,27.7,NA,NA
2012-02-25,Williamtown,15.7,28.3,NA,NA,NA,E,43,ENE,E,15,26,77,53,1023.3,1021.1,NA,NA,22.6,27.9,NA,NA
2012-02-26,Williamtown,21,28.7,NA,NA,NA,NNE,33,NNE,N,13,9,63,59,1020.9,1018.7,NA,NA,24.3,27.3,NA,NA
2012-03-01,Williamtown,21.2,35.7,0,4,NA,NW,52,NNW,NW,13,26,86,31,1008.8,1002.8,5,6,23.2,34.4,No,NA
2012-03-02,Williamtown,18.8,21.3,NA,NA,NA,SSW,57,S,SSE,17,24,95,91,1013.1,1014.2,8,8,19,20.2,NA,NA
2012-03-06,Williamtown,15.1,24.5,0,4.2,NA,SSW,52,S,S,20,35,65,64,1018.2,1017,1,3,22.1,22.8,No,NA
2012-03-07,Williamtown,16.3,21.6,NA,NA,NA,SSW,50,SSW,SSW,26,31,87,66,1017.4,1014.7,8,1,17.3,21,NA,NA
2012-03-08,Williamtown,14.6,24.6,NA,NA,NA,WNW,57,NW,NW,20,33,74,46,1008.9,1006.6,NA,4,16.5,23.6,NA,NA
2012-03-09,Williamtown,13.3,29.1,NA,NA,NA,WNW,46,WNW,WNW,24,28,60,37,1009.8,1008.1,NA,NA,20,28.4,NA,NA
2012-03-10,Williamtown,14.7,27,NA,NA,NA,SE,37,WNW,SE,15,24,80,60,1013.9,1013.7,NA,8,19.9,24.4,NA,NA
2012-03-16,Williamtown,16.7,31.2,0,NA,NA,NE,33,NW,SE,9,20,82,55,1013.5,1010.2,NA,2,21.7,29.2,No,NA
2012-04-05,Williamtown,14.1,25.7,0,5.2,NA,E,35,ENE,ESE,13,26,62,54,1020.9,1018.6,1,1,23.4,24.6,No,NA
2012-04-06,Williamtown,11.8,26.3,NA,NA,NA,E,31,NE,ESE,9,20,64,56,1021.6,1017.2,NA,NA,22.4,24.6,NA,NA
2012-04-07,Williamtown,13.7,30.5,NA,NA,NA,S,52,NW,S,15,31,65,68,1015.8,1015.9,NA,NA,21.6,24.5,NA,NA
2012-04-12,Williamtown,11.4,21.9,9.8,1.8,NA,NA,NA,WNW,SE,17,26,81,78,1032.6,1030.9,2,7,16.6,18.9,Yes,NA
2012-04-13,Williamtown,12,23,NA,NA,NA,NA,NA,NW,SE,13,17,79,59,1031.9,NA,NA,NA,17.7,22,NA,NA
2012-04-19,Williamtown,14.6,23.2,32.8,0.8,NA,NA,NA,WSW,NNE,6,11,91,92,1019.2,1015.2,6,7,19.5,20.9,Yes,NA
2012-04-20,Williamtown,16,27.6,NA,NA,NA,NA,NA,WNW,ESE,15,17,89,75,1016.9,1014.4,3,2,20.7,24.7,NA,NA
2012-04-21,Williamtown,16.1,24.8,NA,NA,NA,NA,NA,WNW,SSE,11,15,97,78,1015.4,1012.8,8,1,19,23.2,NA,NA
2012-04-26,Williamtown,11.8,22.3,0,7.2,NA,WNW,50,WNW,S,22,30,55,52,1017.8,1017.2,4,4,17.1,20.8,No,NA
2012-04-27,Williamtown,10.4,21.9,NA,NA,NA,NA,NA,NW,ESE,17,15,79,60,1022,1020.6,NA,NA,14.8,21.1,NA,NA
2012-04-30,Williamtown,12.1,20.2,11.8,4.2,NA,SW,26,W,SE,17,9,87,57,1027.1,1025,7,3,14.3,18.5,Yes,NA
2012-05-03,Williamtown,15.4,21.2,2.4,2.2,NA,WNW,26,WNW,SSW,13,9,94,66,1020,1017.7,7,3,16.6,19.6,Yes,NA
2012-05-04,Williamtown,11.4,20.5,NA,NA,NA,SSE,28,WNW,SSE,13,13,85,60,1020.2,1016.9,1,NA,16,19.7,NA,NA
2012-05-05,Williamtown,9.3,20.5,NA,NA,NA,S,37,WNW,S,17,22,81,58,1016.2,1013.2,8,8,13,19.6,NA,NA
2012-05-17,Williamtown,6.9,19.9,0,1.8,NA,NW,24,NW,SE,15,11,84,58,1025.3,1022.2,0,5,12,18.7,No,NA
2012-05-18,Williamtown,5.9,21.3,NA,NA,NA,WNW,30,NW,NNW,24,9,85,43,1025.6,1021.9,NA,NA,11.7,20.9,NA,NA
2012-05-19,Williamtown,6.3,21.5,NA,NA,NA,NW,35,NW,W,20,17,68,29,1023.8,1020.6,NA,NA,11.9,20,NA,NA
2012-05-24,Williamtown,3.2,16.4,0,2.4,NA,WNW,30,NW,W,13,6,66,69,1021.6,1018.9,7,7,11.7,15,No,NA
2012-05-25,Williamtown,11.7,17.1,NA,NA,NA,WNW,67,NW,WNW,11,31,84,49,1014.4,1011.5,7,NA,14.5,16.5,NA,NA
2012-05-27,Williamtown,7.3,18.7,4.2,10.8,NA,SSW,41,WNW,S,20,28,65,47,1020.3,1019.4,3,6,13.3,17.1,Yes,NA
2012-05-28,Williamtown,8.9,18.8,NA,NA,NA,SSW,48,W,SSW,13,28,79,57,1025.7,1024.7,NA,1,13.6,17.7,NA,NA
2012-05-29,Williamtown,11.7,18.3,NA,NA,NA,S,26,WNW,SSW,13,15,97,75,1030.9,1029.8,8,8,12.6,17.2,NA,NA
2012-05-31,Williamtown,12.3,19.8,48.8,NA,NA,ESE,28,WNW,SE,11,13,84,64,1033.2,1030.4,5,5,14.2,17.9,Yes,NA
