process.b1.capacity,process.b2.capacity,process.b3.capacity,process.b4.capacity,property.price,property.product,property.winner,verification.time,verification.result
0,3,2,0,68,1,0,386.25,FALSE
0,3,2,0,68,2,0,901.3611111,FALSE
0,3,2,0,68,4,0,365.9722222,FALSE
0,3,2,0,69,1,0,419.3333333,FALSE
0,3,2,0,69,2,0,1015.277778,FALSE
0,3,2,0,69,3,0,107.0277778,FALSE
0,3,2,0,69,4,0,401.8333333,FALSE
0,3,2,0,70,1,0,376.4166667,TRUE
0,3,2,0,70,1,2,415.1388889,TRUE
0,3,2,0,70,1,3,442.75,FALSE
0,3,2,0,70,2,0,1009.916667,FALSE
0,3,2,0,70,3,0,99.41666667,TRUE
0,3,2,0,70,3,2,96.27777778,TRUE
0,3,2,0,70,3,3,99.80555556,FALSE
0,3,2,0,70,4,0,345.8611111,TRUE
0,3,2,0,70,4,2,371.875,TRUE
0,3,2,0,70,4,3,433.1388889,FALSE
0,3,2,0,71,2,0,1123.694444,FALSE
0,3,2,0,72,2,0,1067.611111,FALSE
0,3,2,0,73,2,0,1249.527778,FALSE
0,3,2,0,74,2,0,1189.444444,FALSE
0,3,2,0,75,2,0,1342.25,FALSE
0,3,2,0,76,2,0,1001.944444,FALSE
0,3,2,0,77,2,0,1128.833333,FALSE
0,3,2,0,78,2,0,1107.888889,FALSE
0,3,2,0,79,2,0,1272.694444,FALSE
0,3,2,0,80,2,0,119.8333333,TRUE
0,3,2,0,80,2,2,316.5833333,TRUE
0,3,2,0,80,2,3,127.8333333,TRUE
0,3,2,1,59,1,0,688.625,FALSE
0,3,2,1,59,2,0,1721.236111,FALSE
0,3,2,1,59,4,0,588.4916667,FALSE
0,3,2,1,59,6,0,259.5277778,FALSE
0,3,2,1,60,1,0,630.9166667,FALSE
0,3,2,1,60,2,0,1308.680556,FALSE
0,3,2,1,60,4,0,550.225,FALSE
0,3,2,1,60,6,0,90.66666667,TRUE
0,3,2,1,60,6,2,91.625,TRUE
0,3,2,1,60,6,3,241.7638889,FALSE
0,3,2,1,60,6,4,226.0833333,FALSE
0,3,2,1,61,1,0,645.9722222,FALSE
0,3,2,1,61,2,0,1430.569444,FALSE
0,3,2,1,61,4,0,566.8166667,FALSE
0,3,2,1,62,1,0,657.125,FALSE
0,3,2,1,62,2,0,1390.652778,FALSE
0,3,2,1,62,4,0,574.3916667,FALSE
0,3,2,1,63,1,0,667.4861111,FALSE
0,3,2,1,63,2,0,1448.625,FALSE
0,3,2,1,63,4,0,585.7666667,FALSE
0,3,2,1,64,1,0,575.9861111,FALSE
0,3,2,1,64,2,0,1195.416667,FALSE
0,3,2,1,64,4,0,494.675,FALSE
0,3,2,1,65,1,0,611.1388889,FALSE
0,3,2,1,65,2,0,1303.472222,FALSE
0,3,2,1,65,4,0,515.975,FALSE
0,3,2,1,66,1,0,608.9722222,FALSE
0,3,2,1,66,2,0,1314.319444,FALSE
0,3,2,1,66,4,0,510.9083333,FALSE
0,3,2,1,67,1,0,645.7222222,FALSE
0,3,2,1,67,2,0,1459.666667,FALSE
0,3,2,1,67,4,0,548.0166667,FALSE
0,3,2,1,68,1,0,590.8472222,FALSE
0,3,2,1,68,2,0,1112.236111,FALSE
0,3,2,1,68,4,0,503.9833333,FALSE
0,3,2,1,69,1,0,614.9861111,FALSE
0,3,2,1,69,2,0,1226.513889,FALSE
0,3,2,1,69,3,0,189.8888889,FALSE
0,3,2,1,69,4,0,530.225,FALSE
0,3,2,1,69,5,0,757.9166667,FALSE
0,3,2,1,70,1,0,554.0416667,TRUE
0,3,2,1,70,1,2,609.0972222,TRUE
0,3,2,1,70,1,3,642.6527778,FALSE
0,3,2,1,70,1,4,640.75,FALSE
0,3,2,1,70,2,0,1231.486111,FALSE
0,3,2,1,70,3,0,160.4027778,TRUE
0,3,2,1,70,3,2,152.6111111,TRUE
0,3,2,1,70,3,3,176.6805556,FALSE
0,3,2,1,70,3,4,190.0833333,FALSE
0,3,2,1,70,4,0,444.475,TRUE
0,3,2,1,70,4,2,474.9666667,TRUE
0,3,2,1,70,4,3,571.8333333,FALSE
0,3,2,1,70,4,4,557.3333333,FALSE
0,3,2,1,70,5,0,760.3611111,FALSE
0,3,2,1,71,2,0,1345.888889,FALSE
0,3,2,1,71,5,0,761.2361111,FALSE
0,3,2,1,72,2,0,1291.125,FALSE
0,3,2,1,72,5,0,757.0972222,FALSE
0,3,2,1,73,2,0,1480.027778,FALSE
0,3,2,1,73,5,0,729.4305556,FALSE
0,3,2,1,74,2,0,1425.486111,FALSE
0,3,2,1,74,5,0,747.4583333,FALSE
0,3,2,1,75,2,0,1560.805556,FALSE
0,3,2,1,75,5,0,756.75,FALSE
0,3,2,1,76,2,0,1181.194444,FALSE
0,3,2,1,76,5,0,743.7638889,FALSE
0,3,2,1,77,2,0,1324.958333,FALSE
0,3,2,1,77,5,0,747.3055556,FALSE
0,3,2,1,78,2,0,1316.541667,FALSE
0,3,2,1,78,5,0,740.7222222,FALSE
0,3,2,1,79,2,0,1484.555556,FALSE
0,3,2,1,79,5,0,746.1527778,FALSE
0,3,2,1,80,2,0,127.4305556,TRUE
0,3,2,1,80,2,2,387.3888889,TRUE
0,3,2,1,80,2,3,134.6111111,TRUE
0,3,2,1,80,2,4,1394.847222,FALSE
0,3,2,1,80,5,0,101.3333333,TRUE
0,3,2,1,80,5,2,798.625,FALSE
0,3,2,1,80,5,3,782.8888889,FALSE
0,3,2,1,80,5,4,101.6805556,TRUE
1,1,2,0,59,2,0,35478.3125,FALSE
1,1,2,0,59,6,0,1719.229167,FALSE
1,1,2,0,60,2,0,24690.5,FALSE
1,1,2,0,60,6,0,1196.5625,FALSE
1,1,2,0,61,2,0,28678.22917,FALSE
1,1,2,0,61,6,0,1255.958333,FALSE
1,1,2,0,62,2,0,27198.83333,FALSE
1,1,2,0,62,6,0,1202.75,FALSE
1,1,2,0,63,2,0,29408.0625,FALSE
1,1,2,0,63,6,0,1260.4375,FALSE
1,1,2,0,64,2,0,21949.35417,FALSE
1,1,2,0,64,6,0,1168.3125,FALSE
1,1,2,0,65,2,0,26256.45833,FALSE
1,1,2,0,65,6,0,1236.5,FALSE
1,1,2,0,66,2,0,25369.6875,FALSE
1,1,2,0,66,6,0,1279.895833,FALSE
1,1,2,0,67,2,0,29925.04167,FALSE
1,1,2,0,67,6,0,1483.791667,FALSE
1,1,2,0,68,2,0,19271.29167,FALSE
1,1,2,0,68,6,0,1078.770833,FALSE
1,1,2,0,69,2,0,22848.75,FALSE
1,1,2,0,69,3,0,465.8541667,FALSE
1,1,2,0,69,6,0,1105.9375,FALSE
1,1,2,0,70,2,0,21991.9375,FALSE
1,1,2,0,70,3,0,476.7708333,FALSE
1,1,2,0,70,6,0,1165.1875,FALSE
1,1,2,0,71,2,0,25994,FALSE
1,1,2,0,71,3,0,444.125,FALSE
1,1,2,0,71,6,0,1328.125,FALSE
1,1,2,0,72,2,0,24081.77083,FALSE
1,1,2,0,72,3,0,462.2708333,FALSE
1,1,2,0,72,6,0,1268.479167,FALSE
1,1,2,0,73,2,0,29144.60417,FALSE
1,1,2,0,73,3,0,431.1875,FALSE
1,1,2,0,73,6,0,1409.395833,FALSE
1,1,2,0,74,2,0,27501.9375,FALSE
1,1,2,0,74,3,0,467.5625,FALSE
1,1,2,0,74,6,0,1352.958333,FALSE
1,1,2,0,75,2,0,31956.75,FALSE
1,1,2,0,75,3,0,442.375,FALSE
1,1,2,0,75,6,0,1573.5625,FALSE
1,1,2,0,76,2,0,20463.4375,FALSE
1,1,2,0,76,3,0,480.7916667,FALSE
1,1,2,0,76,6,0,1128.020833,FALSE
1,1,2,0,77,2,0,25185.47917,FALSE
1,1,2,0,77,3,0,437.8333333,FALSE
1,1,2,0,77,6,0,1250.604167,FALSE
1,1,2,0,78,2,0,23841.14583,FALSE
1,1,2,0,78,3,0,478.0833333,FALSE
1,1,2,0,78,6,0,1217.3125,FALSE
1,1,2,0,79,2,0,28590.20833,FALSE
1,1,2,0,79,3,0,443.0416667,FALSE
1,1,2,0,79,6,0,1407.333333,FALSE
1,1,2,0,80,2,0,5465.270833,TRUE
1,1,2,0,80,2,1,5927.4375,TRUE
1,1,2,0,80,2,2,27858.77083,FALSE
1,1,2,0,80,2,3,29312.47917,FALSE
1,1,2,0,80,3,0,92.33333333,TRUE
1,1,2,0,80,3,1,91.35416667,TRUE
1,1,2,0,80,3,2,477.7083333,FALSE
1,1,2,0,80,3,3,470.4166667,FALSE
1,1,2,0,80,6,0,333.0208333,TRUE
1,1,2,0,80,6,1,335.9375,TRUE
1,1,2,0,80,6,2,1394.583333,FALSE
1,1,2,0,80,6,3,1434.625,FALSE
1,1,2,1,59,2,0,40353.88889,FALSE
1,1,2,1,59,6,0,4476.416667,FALSE
1,1,2,1,60,2,0,28170.11111,FALSE
1,1,2,1,60,6,0,3407.333333,FALSE
1,1,2,1,61,2,0,31292.38889,FALSE
1,1,2,1,61,6,0,3331.222222,FALSE
1,1,2,1,62,2,0,30704.22222,FALSE
1,1,2,1,62,6,0,3418.722222,FALSE
1,1,2,1,63,2,0,32320.66667,FALSE
1,1,2,1,63,6,0,3304.416667,FALSE
1,1,2,1,64,2,0,27020.27778,FALSE
1,1,2,1,64,6,0,3243.833333,FALSE
1,1,2,1,65,2,0,31143.47222,FALSE
1,1,2,1,65,6,0,3505.777778,FALSE
1,1,2,1,66,2,0,30776.72222,FALSE
1,1,2,1,66,6,0,3630.583333,FALSE
1,1,2,1,67,2,0,35298.80556,FALSE
1,1,2,1,67,6,0,3996.944444,FALSE
1,1,2,1,68,2,0,24020.19444,FALSE
1,1,2,1,68,6,0,3008.138889,FALSE
1,1,2,1,69,2,0,27255.55556,FALSE
1,1,2,1,69,3,0,1560.305556,FALSE
1,1,2,1,69,5,0,8812.222222,FALSE
1,1,2,1,69,6,0,3094.972222,FALSE
1,1,2,1,70,2,0,26999.63889,FALSE
1,1,2,1,70,3,0,1557.055556,FALSE
1,1,2,1,70,5,0,8872.25,FALSE
1,1,2,1,70,6,0,3136.416667,FALSE
1,1,2,1,71,2,0,31141.61111,FALSE
1,1,2,1,71,3,0,1522.944444,FALSE
1,1,2,1,71,5,0,8882.138889,FALSE
1,1,2,1,71,6,0,3598.555556,FALSE
1,1,2,1,72,2,0,29333.25,FALSE
1,1,2,1,72,3,0,1521.555556,FALSE
1,1,2,1,72,5,0,8841.111111,FALSE
1,1,2,1,72,6,0,3397.222222,FALSE
1,1,2,1,73,2,0,34668.22222,FALSE
1,1,2,1,73,3,0,1317.833333,FALSE
1,1,2,1,73,5,0,8684.027778,FALSE
1,1,2,1,73,6,0,3898.388889,FALSE
1,1,2,1,74,2,0,32808.08333,FALSE
1,1,2,1,74,3,0,1506.944444,FALSE
1,1,2,1,74,5,0,8988.388889,FALSE
1,1,2,1,74,6,0,3705.805556,FALSE
1,1,2,1,75,2,0,37421.16667,FALSE
1,1,2,1,75,3,0,1392.25,FALSE
1,1,2,1,75,5,0,8798.722222,FALSE
1,1,2,1,75,6,0,4176.805556,FALSE
1,1,2,1,76,2,0,25194.55556,FALSE
1,1,2,1,76,3,0,1537.055556,FALSE
1,1,2,1,76,5,0,8792.972222,FALSE
1,1,2,1,76,6,0,3098.5,FALSE
1,1,2,1,77,2,0,29798.02778,FALSE
1,1,2,1,77,3,0,1323.611111,FALSE
1,1,2,1,77,5,0,8758.444444,FALSE
1,1,2,1,77,6,0,3379.25,FALSE
1,1,2,1,78,2,0,28727.22222,FALSE
1,1,2,1,78,3,0,1529.777778,FALSE
1,1,2,1,78,5,0,8900.583333,FALSE
1,1,2,1,78,6,0,3321.638889,FALSE
1,1,2,1,79,2,0,33975.33333,FALSE
1,1,2,1,79,3,0,1461.916667,FALSE
1,1,2,1,79,5,0,8895.416667,FALSE
1,1,2,1,79,6,0,3782.833333,FALSE
1,1,2,1,80,2,0,6619.138889,TRUE
1,1,2,1,80,2,1,6903.833333,TRUE
1,1,2,1,80,2,2,33476.13889,FALSE
1,1,2,1,80,2,3,35103.25,FALSE
1,1,2,1,80,2,4,31005.86111,FALSE
1,1,2,1,80,3,0,115.9444444,TRUE
1,1,2,1,80,3,1,115.6666667,TRUE
1,1,2,1,80,3,2,1461.944444,FALSE
1,1,2,1,80,3,3,1380.361111,FALSE
1,1,2,1,80,3,4,1556.555556,FALSE
1,1,2,1,80,5,0,8744.083333,FALSE
1,1,2,1,80,6,0,843.1944444,TRUE
1,1,2,1,80,6,1,882.8888889,TRUE
1,1,2,1,80,6,2,3754.138889,FALSE
1,1,2,1,80,6,3,3872.194444,FALSE
1,1,2,1,80,6,4,3535.5,FALSE
1,1,2,1,81,5,0,8469.611111,FALSE
1,1,2,1,82,5,0,8772.416667,FALSE
1,1,2,1,83,5,0,8603.527778,FALSE
1,1,2,1,84,5,0,8788.916667,FALSE
1,1,2,1,85,5,0,8452.833333,FALSE
1,1,2,1,86,5,0,8802.611111,FALSE
1,1,2,1,87,5,0,8622.666667,FALSE
1,1,2,1,88,5,0,8761.166667,FALSE
1,1,2,1,89,5,0,8645.388889,FALSE
1,1,2,1,90,5,0,81.88888889,TRUE
1,1,2,1,90,5,1,1433.027778,TRUE
1,1,2,1,90,5,2,10424.47222,FALSE
1,1,2,1,90,5,3,9327.916667,FALSE
1,1,2,1,90,5,4,84.72222222,TRUE
1,2,2,0,59,1,0,15105.91667,FALSE
1,2,2,0,59,2,0,35231.43333,FALSE
1,2,2,0,59,4,0,951.8333333,FALSE
1,2,2,0,59,6,0,1703.1,FALSE
1,2,2,0,60,1,0,10599.27778,FALSE
1,2,2,0,60,2,0,24628.88333,FALSE
1,2,2,0,60,4,0,882.3333333,FALSE
1,2,2,0,60,6,0,1168.716667,FALSE
1,2,2,0,61,1,0,12062.36111,FALSE
1,2,2,0,61,2,0,28386.73333,FALSE
1,2,2,0,61,4,0,927.1944444,FALSE
1,2,2,0,61,6,0,1241.9,FALSE
1,2,2,0,62,1,0,11614.97222,FALSE
1,2,2,0,62,2,0,27104.53333,FALSE
1,2,2,0,62,4,0,921.4722222,FALSE
1,2,2,0,62,6,0,1217.883333,FALSE
1,2,2,0,63,1,0,12824.38889,FALSE
1,2,2,0,63,2,0,29260.85,FALSE
1,2,2,0,63,4,0,952.1388889,FALSE
1,2,2,0,63,6,0,1215.6,FALSE
1,2,2,0,64,1,0,9324.944444,FALSE
1,2,2,0,64,2,0,21867.43333,FALSE
1,2,2,0,64,4,0,737.0555556,FALSE
1,2,2,0,64,6,0,1151.7,FALSE
1,2,2,0,65,1,0,11079.16667,FALSE
1,2,2,0,65,2,0,26133.13333,FALSE
1,2,2,0,65,4,0,795.4166667,FALSE
1,2,2,0,65,6,0,1243.216667,FALSE
1,2,2,0,66,1,0,10866.77778,FALSE
1,2,2,0,66,2,0,25322.6,FALSE
1,2,2,0,66,4,0,790.6944444,FALSE
1,2,2,0,66,6,0,1267.633333,FALSE
1,2,2,0,67,1,0,12906.52778,FALSE
1,2,2,0,67,2,0,29747.25,FALSE
1,2,2,0,67,4,0,834.6111111,FALSE
1,2,2,0,67,6,0,1472.266667,FALSE
1,2,2,0,68,1,0,8803.194444,FALSE
1,2,2,0,68,2,0,19010.85,FALSE
1,2,2,0,68,4,0,738.8888889,FALSE
1,2,2,0,68,6,0,1065.383333,FALSE
1,2,2,0,69,1,0,10437.83333,FALSE
1,2,2,0,69,2,0,22603.08333,FALSE
1,2,2,0,69,3,0,455.2833333,FALSE
1,2,2,0,69,4,0,824.2222222,FALSE
1,2,2,0,69,6,0,1102.466667,FALSE
1,2,2,0,70,1,0,10025.77778,FALSE
1,2,2,0,70,2,0,21829.18333,FALSE
1,2,2,0,70,3,0,473.5166667,FALSE
1,2,2,0,70,4,0,403.9444444,TRUE
1,2,2,0,70,4,1,908.25,FALSE
1,2,2,0,70,4,2,462.4444444,TRUE
1,2,2,0,70,4,3,937.6666667,FALSE
1,2,2,0,70,6,0,1166.95,FALSE
1,2,2,0,71,1,0,11753.94444,FALSE
1,2,2,0,71,2,0,25648.31667,FALSE
1,2,2,0,71,3,0,434.8333333,FALSE
1,2,2,0,71,6,0,1305,FALSE
1,2,2,0,72,1,0,10487.5,FALSE
1,2,2,0,72,2,0,23891.51667,FALSE
1,2,2,0,72,3,0,456.6833333,FALSE
1,2,2,0,72,6,0,1227.066667,FALSE
1,2,2,0,73,1,0,12919.16667,FALSE
1,2,2,0,73,2,0,28885.4,FALSE
1,2,2,0,73,3,0,414.85,FALSE
1,2,2,0,73,6,0,1391.7,FALSE
1,2,2,0,74,1,0,12246.88889,FALSE
1,2,2,0,74,2,0,27252.78333,FALSE
1,2,2,0,74,3,0,455.9,FALSE
1,2,2,0,74,6,0,1324.883333,FALSE
1,2,2,0,75,1,0,14634.22222,FALSE
1,2,2,0,75,2,0,31755.55,FALSE
1,2,2,0,75,3,0,427.35,FALSE
1,2,2,0,75,6,0,1568.15,FALSE
1,2,2,0,76,1,0,9649.305556,FALSE
1,2,2,0,76,2,0,20316.65,FALSE
1,2,2,0,76,3,0,460.05,FALSE
1,2,2,0,76,6,0,1124.8,FALSE
1,2,2,0,77,1,0,11680.27778,FALSE
1,2,2,0,77,2,0,24790.21667,FALSE
1,2,2,0,77,3,0,422.2833333,FALSE
1,2,2,0,77,6,0,1224.9,FALSE
1,2,2,0,78,1,0,11226.25,FALSE
1,2,2,0,78,2,0,23479,FALSE
1,2,2,0,78,3,0,471.9833333,FALSE
1,2,2,0,78,6,0,1191.583333,FALSE
1,2,2,0,79,1,0,13372.08333,FALSE
1,2,2,0,79,2,0,28241.26667,FALSE
1,2,2,0,79,3,0,434.45,FALSE
1,2,2,0,79,6,0,1377.25,FALSE
1,2,2,0,80,1,0,10009.22222,FALSE
1,2,2,0,80,2,0,5507.5,TRUE
1,2,2,0,80,2,1,5922.533333,TRUE
1,2,2,0,80,2,2,27633.43333,FALSE
1,2,2,0,80,2,3,29100.45,FALSE
1,2,2,0,80,3,0,91.1,TRUE
1,2,2,0,80,3,1,86.88333333,TRUE
1,2,2,0,80,3,2,472.35,FALSE
1,2,2,0,80,3,3,465.8333333,FALSE
1,2,2,0,80,6,0,324.35,TRUE
1,2,2,0,80,6,1,334.1,TRUE
1,2,2,0,80,6,2,1372.45,FALSE
1,2,2,0,80,6,3,1422.133333,FALSE
1,2,2,0,81,1,0,12243.33333,FALSE
1,2,2,0,82,1,0,12013.69444,FALSE
1,2,2,0,83,1,0,13958.72222,FALSE
1,2,2,0,84,1,0,9265.694444,FALSE
1,2,2,0,85,1,0,11109.94444,FALSE
1,2,2,0,86,1,0,10743.11111,FALSE
1,2,2,0,87,1,0,12694.27778,FALSE
1,2,2,0,88,1,0,10967.30556,FALSE
1,2,2,0,89,1,0,12809.38889,FALSE
1,2,2,0,90,1,0,229.9444444,TRUE
1,2,2,0,90,1,1,5484.194444,TRUE
1,2,2,0,90,1,2,248.0277778,TRUE
1,2,2,0,90,1,3,14678.44444,FALSE
1,2,2,1,59,1,0,21354.875,FALSE
1,2,2,1,59,2,0,40048.25,FALSE
1,2,2,1,59,4,0,1250.375,FALSE
1,2,2,1,59,6,0,4488.309524,FALSE
1,2,2,1,60,1,0,16957.66667,FALSE
1,2,2,1,60,2,0,28181.65476,FALSE
1,2,2,1,60,4,0,1205.145833,FALSE
1,2,2,1,60,6,0,3310.369048,FALSE
1,2,2,1,61,1,0,17870.70833,FALSE
1,2,2,1,61,2,0,31158.75,FALSE
1,2,2,1,61,4,0,1200.208333,FALSE
1,2,2,1,61,6,0,3308.238095,FALSE
1,2,2,1,62,1,0,17725.58333,FALSE
1,2,2,1,62,2,0,30506.29762,FALSE
1,2,2,1,62,4,0,1215.791667,FALSE
1,2,2,1,62,6,0,3405.119048,FALSE
1,2,2,1,63,1,0,18380,FALSE
1,2,2,1,63,2,0,31941.02381,FALSE
1,2,2,1,63,4,0,1202.395833,FALSE
1,2,2,1,63,6,0,3289.119048,FALSE
1,2,2,1,64,1,0,15591.79167,FALSE
1,2,2,1,64,2,0,26735.91667,FALSE
1,2,2,1,64,4,0,1045.0625,FALSE
1,2,2,1,64,6,0,3233.369048,FALSE
1,2,2,1,65,1,0,17312.20833,FALSE
1,2,2,1,65,2,0,30919.05952,FALSE
1,2,2,1,65,4,0,1122.104167,FALSE
1,2,2,1,65,6,0,3484.25,FALSE
1,2,2,1,66,1,0,17394.375,FALSE
1,2,2,1,66,2,0,30479.69048,FALSE
1,2,2,1,66,4,0,1085.791667,FALSE
1,2,2,1,66,6,0,3533.380952,FALSE
1,2,2,1,67,1,0,19236.75,FALSE
1,2,2,1,67,2,0,35290.02381,FALSE
1,2,2,1,67,4,0,1169.583333,FALSE
1,2,2,1,67,6,0,4002.761905,FALSE
1,2,2,1,68,1,0,14948.95833,FALSE
1,2,2,1,68,2,0,23673.71429,FALSE
1,2,2,1,68,4,0,1063.458333,FALSE
1,2,2,1,68,6,0,2943.964286,FALSE
1,2,2,1,69,1,0,16339.39583,FALSE
1,2,2,1,69,2,0,27162.22619,FALSE
1,2,2,1,69,3,0,1518.964286,FALSE
1,2,2,1,69,4,0,1115.291667,FALSE
1,2,2,1,69,5,0,8747.297619,FALSE
1,2,2,1,69,6,0,3066.702381,FALSE
1,2,2,1,70,1,0,16229.91667,FALSE
1,2,2,1,70,2,0,26857.66667,FALSE
1,2,2,1,70,3,0,1506.702381,FALSE
1,2,2,1,70,4,0,509.75,TRUE
1,2,2,1,70,4,1,1185.958333,FALSE
1,2,2,1,70,4,2,552.7916667,TRUE
1,2,2,1,70,4,3,1233.229167,FALSE
1,2,2,1,70,4,4,1187.6875,FALSE
1,2,2,1,70,5,0,8981.309524,FALSE
1,2,2,1,70,6,0,3139.214286,FALSE
1,2,2,1,71,1,0,17921.52083,FALSE
1,2,2,1,71,2,0,31048.65476,FALSE
1,2,2,1,71,3,0,1460.738095,FALSE
1,2,2,1,71,5,0,8829.785714,FALSE
1,2,2,1,71,6,0,3572.011905,FALSE
1,2,2,1,72,1,0,17133.4375,FALSE
1,2,2,1,72,2,0,28989.60714,FALSE
1,2,2,1,72,3,0,1480.27381,FALSE
1,2,2,1,72,5,0,8858.630952,FALSE
1,2,2,1,72,6,0,3444.392857,FALSE
1,2,2,1,73,1,0,19513.375,FALSE
1,2,2,1,73,2,0,34327.72619,FALSE
1,2,2,1,73,3,0,1297.511905,FALSE
1,2,2,1,73,5,0,8621.404762,FALSE
1,2,2,1,73,6,0,3830.369048,FALSE
1,2,2,1,74,1,0,19059.16667,FALSE
1,2,2,1,74,2,0,32804.53571,FALSE
1,2,2,1,74,3,0,1477.059524,FALSE
1,2,2,1,74,5,0,8958.75,FALSE
1,2,2,1,74,6,0,3734.583333,FALSE
1,2,2,1,75,1,0,21215.10417,FALSE
1,2,2,1,75,2,0,37388.52381,FALSE
1,2,2,1,75,3,0,1361.72619,FALSE
1,2,2,1,75,5,0,8815.285714,FALSE
1,2,2,1,75,6,0,4192.309524,FALSE
1,2,2,1,76,1,0,15996.91667,FALSE
1,2,2,1,76,2,0,25032.92857,FALSE
1,2,2,1,76,3,0,1499.809524,FALSE
1,2,2,1,76,5,0,8864.928571,FALSE
1,2,2,1,76,6,0,3090.22619,FALSE
1,2,2,1,77,1,0,17889.27083,FALSE
1,2,2,1,77,2,0,29347.09524,FALSE
1,2,2,1,77,3,0,1305.97619,FALSE
1,2,2,1,77,5,0,8737.761905,FALSE
1,2,2,1,77,6,0,3362.130952,FALSE
1,2,2,1,78,1,0,17562.35417,FALSE
1,2,2,1,78,2,0,28582.16667,FALSE
1,2,2,1,78,3,0,1496.654762,FALSE
1,2,2,1,78,5,0,8956.547619,FALSE
1,2,2,1,78,6,0,3317.333333,FALSE
1,2,2,1,79,1,0,19533.47917,FALSE
1,2,2,1,79,2,0,33535.94048,FALSE
1,2,2,1,79,3,0,1428.654762,FALSE
1,2,2,1,79,5,0,8872.52381,FALSE
1,2,2,1,79,6,0,3786.916667,FALSE
1,2,2,1,80,1,0,16578.66667,FALSE
1,2,2,1,80,2,0,6498.678571,TRUE
1,2,2,1,80,2,1,6873.357143,TRUE
1,2,2,1,80,2,2,33036.5119,FALSE
1,2,2,1,80,2,3,34739.78571,FALSE
1,2,2,1,80,2,4,30918.0119,FALSE
1,2,2,1,80,3,0,115.5238095,TRUE
1,2,2,1,80,3,1,113.1190476,TRUE
1,2,2,1,80,3,2,1410.690476,FALSE
1,2,2,1,80,3,3,1344.845238,FALSE
1,2,2,1,80,3,4,1517.904762,FALSE
1,2,2,1,80,5,0,8803.607143,FALSE
1,2,2,1,80,6,0,820.8214286,TRUE
1,2,2,1,80,6,1,869.3690476,TRUE
1,2,2,1,80,6,2,3766.571429,FALSE
1,2,2,1,80,6,3,3902.880952,FALSE
1,2,2,1,80,6,4,3522.535714,FALSE
1,2,2,1,81,1,0,18419.5625,FALSE
1,2,2,1,81,5,0,8581.642857,FALSE
1,2,2,1,82,1,0,18776.54167,FALSE
1,2,2,1,82,5,0,8835.535714,FALSE
1,2,2,1,83,1,0,20564.22917,FALSE
1,2,2,1,83,5,0,8636.142857,FALSE
1,2,2,1,84,1,0,15453.64583,FALSE
1,2,2,1,84,5,0,8829.809524,FALSE
1,2,2,1,85,1,0,16927.20833,FALSE
1,2,2,1,85,5,0,8580.047619,FALSE
1,2,2,1,86,1,0,17082.95833,FALSE
1,2,2,1,86,5,0,8876.035714,FALSE
1,2,2,1,87,1,0,19013.91667,FALSE
1,2,2,1,87,5,0,8657.702381,FALSE
1,2,2,1,88,1,0,17723.72917,FALSE
1,2,2,1,88,5,0,8813.011905,FALSE
1,2,2,1,89,1,0,19083.83333,FALSE
1,2,2,1,89,5,0,8585.392857,FALSE
1,2,2,1,90,1,0,309.6666667,TRUE
1,2,2,1,90,1,1,8595.3125,TRUE
1,2,2,1,90,1,2,320.9791667,TRUE
1,2,2,1,90,1,3,22622.47917,FALSE
1,2,2,1,90,1,4,20320.8125,FALSE
1,2,2,1,90,5,0,85.05952381,TRUE
1,2,2,1,90,5,1,1434.702381,TRUE
1,2,2,1,90,5,2,10322.02381,FALSE
1,2,2,1,90,5,3,9352.27381,FALSE
1,2,2,1,90,5,4,84.33333333,TRUE
1,3,2,0,59,1,0,15616.47222,FALSE
1,3,2,0,59,2,0,35540.36111,FALSE
1,3,2,0,59,4,0,955.5833333,FALSE
1,3,2,0,59,6,0,1669.527778,FALSE
1,3,2,0,60,1,0,11175.38889,FALSE
1,3,2,0,60,2,0,24691.58333,FALSE
1,3,2,0,60,4,0,865.4166667,FALSE
1,3,2,0,60,6,0,1151.444444,FALSE
1,3,2,0,61,1,0,12617.86111,FALSE
1,3,2,0,61,2,0,28355.41667,FALSE
1,3,2,0,61,4,0,942.8333333,FALSE
1,3,2,0,61,6,0,1202.305556,FALSE
1,3,2,0,62,1,0,12199.22222,FALSE
1,3,2,0,62,2,0,27208.77778,FALSE
1,3,2,0,62,4,0,895.3541667,FALSE
1,3,2,0,62,6,0,1187,FALSE
1,3,2,0,63,1,0,13551.11111,FALSE
1,3,2,0,63,2,0,29315.25,FALSE
1,3,2,0,63,4,0,937.2083333,FALSE
1,3,2,0,63,6,0,1189.972222,FALSE
1,3,2,0,64,1,0,9836.805556,FALSE
1,3,2,0,64,2,0,22089,FALSE
1,3,2,0,64,4,0,732.2708333,FALSE
1,3,2,0,64,6,0,1128.833333,FALSE
1,3,2,0,65,1,0,11583.44444,FALSE
1,3,2,0,65,2,0,26265.80556,FALSE
1,3,2,0,65,4,0,782.1458333,FALSE
1,3,2,0,65,6,0,1176.361111,FALSE
1,3,2,0,66,1,0,11422.27778,FALSE
1,3,2,0,66,2,0,25321.30556,FALSE
1,3,2,0,66,4,0,783.1875,FALSE
1,3,2,0,66,6,0,1220.305556,FALSE
1,3,2,0,67,1,0,13531.25,FALSE
